Filename;DM;Redshift_z;Distance_Mpc;Velocity_kms;Lookback_Gyr;Dark_Matter_g_cm2;Num_Needles
exposure_20181119_20181120_transit_U_beam_FWHM-600_res_4s_0.86_arcmin.npz;1000;10.0000;9657.08;294877.8;13.397;2.93e-02;40
